prompt,debate,model,debater,criterion,score
4,1,gemini,DEBATER3,mastery_of_the_topic,5.0
4,1,gemini,DEBATER3,organization_and_clarity,6.0
4,1,gemini,DEBATER3,persuasion_quality,6.0
4,1,gemini,DEBATER3,preparation_level,0.0
4,1,gemini,DEBATER3,use_of_examples,10.0
4,1,gemini,DEBATER4,adaptability_and_responsiveness,3.0
4,1,gemini,DEBATER4,argumentation_quality,23.0
4,1,gemini,DEBATER4,coherence_quality,1.0
4,1,gemini,DEBATER4,engagement_level,3.0
4,1,gemini,DEBATER4,mastery_of_the_topic,20.0
4,1,gemini,DEBATER4,organization_and_clarity,-1.0
4,1,gemini,DEBATER4,persuasion_quality,3.0
4,1,gemini,DEBATER4,preparation_level,2.0
4,1,gemini,DEBATER4,use_of_examples,6.0
4,1,gemini,Debater 1,adaptability_and_responsiveness,4.0
4,1,gemini,Debater 1,argumentation_quality,6.0
4,1,gemini,Debater 1,coherence_quality,4.0
4,1,gemini,Debater 1,engagement_level,4.0
4,1,gemini,Debater 1,mastery_of_the_topic,6.0
4,1,gemini,Debater 1,organization_and_clarity,0.0
4,1,gemini,Debater 1,persuasion_quality,1.0
4,1,gemini,Debater 1,preparation_level,1.0
4,1,gemini,Debater 1,use_of_examples,4.0
4,1,gemini,Debater 2,adaptability_and_responsiveness,6.0
4,1,gemini,Debater 2,argumentation_quality,13.0
4,1,gemini,Debater 2,coherence_quality,6.0
4,1,gemini,Debater 2,engagement_level,4.0
4,1,gemini,Debater 2,mastery_of_the_topic,12.0
4,1,gemini,Debater 2,organization_and_clarity,6.0
4,1,gemini,Debater 2,persuasion_quality,6.0
4,1,gemini,Debater 2,preparation_level,4.0
4,1,gemini,Debater 2,use_of_examples,7.0
4,1,gemini,Debater 3,adaptability_and_responsiveness,4.0
4,1,gemini,Debater 3,argumentation_quality,10.0
4,1,gemini,Debater 3,coherence_quality,9.0
4,1,gemini,Debater 3,engagement_level,8.0
4,1,gemini,Debater 3,mastery_of_the_topic,6.0
4,1,gemini,Debater 3,organization_and_clarity,3.0
4,1,gemini,Debater 3,persuasion_quality,6.0
4,1,gemini,Debater 3,preparation_level,2.0
4,1,gemini,Debater 3,use_of_examples,9.0
4,1,gemini,Debater 4,adaptability_and_responsiveness,1.0
4,1,gemini,Debater 4,argumentation_quality,7.0
4,1,gemini,Debater 4,coherence_quality,4.0
4,1,gemini,Debater 4,engagement_level,9.0
4,1,gemini,Debater 4,mastery_of_the_topic,13.0
4,1,gemini,Debater 4,organization_and_clarity,0.0
4,1,gemini,Debater 4,persuasion_quality,1.0
4,1,gemini,Debater 4,preparation_level,4.0
4,1,gemini,Debater 4,use_of_examples,4.0
4,1,gpt4o,Debater 1,adaptability_and_responsiveness,0.6666666666666666
4,1,gpt4o,Debater 1,argumentation_quality,2.6666666666666665
4,1,gpt4o,Debater 1,coherence_quality,1.3333333333333333
4,1,gpt4o,Debater 1,engagement_level,1.3333333333333333
4,1,gpt4o,Debater 1,mastery_of_the_topic,1.3333333333333333
4,1,gpt4o,Debater 1,organization_and_clarity,2.3333333333333335
4,1,gpt4o,Debater 1,persuasion_quality,1.0
4,1,gpt4o,Debater 1,preparation_level,0.0
4,1,gpt4o,Debater 1,use_of_examples,0.0
4,1,gpt4o,Debater 2,adaptability_and_responsiveness,1.0
4,1,gpt4o,Debater 2,argumentation_quality,2.3333333333333335
4,1,gpt4o,Debater 2,coherence_quality,1.3333333333333333
4,1,gpt4o,Debater 2,engagement_level,2.0
4,1,gpt4o,Debater 2,mastery_of_the_topic,1.3333333333333333
4,1,gpt4o,Debater 2,organization_and_clarity,1.3333333333333333
4,1,gpt4o,Debater 2,persuasion_quality,1.3333333333333333
4,1,gpt4o,Debater 2,preparation_level,0.6666666666666666
4,1,gpt4o,Debater 2,use_of_examples,1.6666666666666667
4,1,gpt4o,Debater 3,adaptability_and_responsiveness,0.6666666666666666
4,1,gpt4o,Debater 3,argumentation_quality,1.6666666666666667
4,1,gpt4o,Debater 3,coherence_quality,1.0
4,1,gpt4o,Debater 3,engagement_level,2.0
4,1,gpt4o,Debater 3,mastery_of_the_topic,1.0
4,1,gpt4o,Debater 3,organization_and_clarity,1.0
4,1,gpt4o,Debater 3,persuasion_quality,1.0
4,1,gpt4o,Debater 3,preparation_level,0.0
4,1,gpt4o,Debater 3,use_of_examples,1.3333333333333333
4,1,gpt4o,Debater 4,adaptability_and_responsiveness,1.0
4,1,gpt4o,Debater 4,argumentation_quality,1.6666666666666667
4,1,gpt4o,Debater 4,coherence_quality,1.0
4,1,gpt4o,Debater 4,engagement_level,2.0
4,1,gpt4o,Debater 4,mastery_of_the_topic,1.0
4,1,gpt4o,Debater 4,organization_and_clarity,1.0
4,1,gpt4o,Debater 4,persuasion_quality,1.0
4,1,gpt4o,Debater 4,preparation_level,0.0
4,1,gpt4o,Debater 4,use_of_examples,0.3333333333333333
4,2,claude,Debater 1,adaptability_and_responsiveness,4.0
4,2,claude,Debater 1,argumentation_quality,13.0
4,2,claude,Debater 1,coherence_quality,10.0
4,2,claude,Debater 1,engagement_level,2.0
4,2,claude,Debater 1,mastery_of_the_topic,4.0
4,2,claude,Debater 1,organization_and_clarity,5.0
4,2,claude,Debater 1,persuasion_quality,2.0
4,2,claude,Debater 1,preparation_level,0.0
4,2,claude,Debater 1,use_of_examples,4.0
4,2,claude,Debater 2,adaptability_and_responsiveness,2.0
4,2,claude,Debater 2,argumentation_quality,8.0
4,2,claude,Debater 2,coherence_quality,3.0
4,2,claude,Debater 2,engagement_level,2.0
4,2,claude,Debater 2,mastery_of_the_topic,4.0
4,2,claude,Debater 2,organization_and_clarity,4.0
4,2,claude,Debater 2,persuasion_quality,3.0
4,2,claude,Debater 2,preparation_level,0.0
4,2,claude,Debater 2,use_of_examples,2.0
4,2,claude,Debater 3,adaptability_and_responsiveness,2.0
4,2,claude,Debater 3,argumentation_quality,8.0
4,2,claude,Debater 3,coherence_quality,-1.0
4,2,claude,Debater 3,engagement_level,2.0
4,2,claude,Debater 3,mastery_of_the_topic,3.0
4,2,claude,Debater 3,organization_and_clarity,5.0
4,2,claude,Debater 3,persuasion_quality,0.0
4,2,claude,Debater 3,preparation_level,0.0
4,2,claude,Debater 3,use_of_examples,1.0
4,2,claude,Debater 4,adaptability_and_responsiveness,8.0
4,2,claude,Debater 4,argumentation_quality,14.0
4,2,claude,Debater 4,coherence_quality,10.0
4,2,claude,Debater 4,engagement_level,6.0
4,2,claude,Debater 4,mastery_of_the_topic,9.0
4,2,claude,Debater 4,organization_and_clarity,4.0
4,2,claude,Debater 4,persuasion_quality,1.0
4,2,claude,Debater 4,preparation_level,5.0
4,2,claude,Debater 4,use_of_examples,3.0
4,2,claude,Debater 5,adaptability_and_responsiveness,11.0
4,2,claude,Debater 5,argumentation_quality,32.0
4,2,claude,Debater 5,coherence_quality,10.0
4,2,claude,Debater 5,engagement_level,4.0
4,2,claude,Debater 5,mastery_of_the_topic,9.0
4,2,claude,Debater 5,organization_and_clarity,3.0
4,2,claude,Debater 5,persuasion_quality,2.0
4,2,claude,Debater 5,preparation_level,5.0
4,2,claude,Debater 5,use_of_examples,2.0
4,2,gemini,Debater 1,adaptability_and_responsiveness,4.0
4,2,gemini,Debater 1,argumentation_quality,13.0
4,2,gemini,Debater 1,coherence_quality,10.0
4,2,gemini,Debater 1,engagement_level,2.0
4,2,gemini,Debater 1,mastery_of_the_topic,4.0
4,2,gemini,Debater 1,organization_and_clarity,5.0
4,2,gemini,Debater 1,persuasion_quality,2.0
4,2,gemini,Debater 1,preparation_level,0.0
4,2,gemini,Debater 1,use_of_examples,4.0
4,2,gemini,Debater 2,adaptability_and_responsiveness,2.0
4,2,gemini,Debater 2,argumentation_quality,8.0
4,2,gemini,Debater 2,coherence_quality,3.0
4,2,gemini,Debater 2,engagement_level,2.0
4,2,gemini,Debater 2,mastery_of_the_topic,4.0
4,2,gemini,Debater 2,organization_and_clarity,4.0
4,2,gemini,Debater 2,persuasion_quality,3.0
4,2,gemini,Debater 2,preparation_level,0.0
4,2,gemini,Debater 2,use_of_examples,2.0
4,2,gemini,Debater 3,adaptability_and_responsiveness,2.0
4,2,gemini,Debater 3,argumentation_quality,8.0
4,2,gemini,Debater 3,coherence_quality,-1.0
4,2,gemini,Debater 3,engagement_level,2.0
4,2,gemini,Debater 3,mastery_of_the_topic,3.0
4,2,gemini,Debater 3,organization_and_clarity,5.0
4,2,gemini,Debater 3,persuasion_quality,0.0
4,2,gemini,Debater 3,preparation_level,0.0
4,2,gemini,Debater 3,use_of_examples,1.0
4,2,gemini,Debater 4,adaptability_and_responsiveness,8.0
4,2,gemini,Debater 4,argumentation_quality,14.0
4,2,gemini,Debater 4,coherence_quality,10.0
4,2,gemini,Debater 4,engagement_level,6.0
4,2,gemini,Debater 4,mastery_of_the_topic,9.0
4,2,gemini,Debater 4,organization_and_clarity,4.0
4,2,gemini,Debater 4,persuasion_quality,1.0
4,2,gemini,Debater 4,preparation_level,5.0
4,2,gemini,Debater 4,use_of_examples,3.0
4,2,gemini,Debater 5,adaptability_and_responsiveness,11.0
4,2,gemini,Debater 5,argumentation_quality,32.0
4,2,gemini,Debater 5,coherence_quality,10.0
4,2,gemini,Debater 5,engagement_level,4.0
4,2,gemini,Debater 5,mastery_of_the_topic,9.0
4,2,gemini,Debater 5,organization_and_clarity,3.0
4,2,gemini,Debater 5,persuasion_quality,2.0
4,2,gemini,Debater 5,preparation_level,5.0
4,2,gemini,Debater 5,use_of_examples,2.0
4,2,gpt4o,Debater 1,adaptability_and_responsiveness,1.0
4,2,gpt4o,Debater 1,argumentation_quality,1.6666666666666667
4,2,gpt4o,Debater 1,coherence_quality,2.0
4,2,gpt4o,Debater 1,engagement_level,1.3333333333333333
4,2,gpt4o,Debater 1,mastery_of_the_topic,1.0
4,2,gpt4o,Debater 1,organization_and_clarity,3.0
4,2,gpt4o,Debater 1,persuasion_quality,1.0
4,2,gpt4o,Debater 1,preparation_level,1.0
4,2,gpt4o,Debater 1,use_of_examples,1.3333333333333333
4,2,gpt4o,Debater 2,adaptability_and_responsiveness,0.0
4,2,gpt4o,Debater 2,argumentation_quality,2.0
4,2,gpt4o,Debater 2,coherence_quality,1.3333333333333333
4,2,gpt4o,Debater 2,engagement_level,0.3333333333333333
4,2,gpt4o,Debater 2,mastery_of_the_topic,1.0
4,2,gpt4o,Debater 2,organization_and_clarity,2.0
4,2,gpt4o,Debater 2,persuasion_quality,1.0
4,2,gpt4o,Debater 2,preparation_level,1.0
4,2,gpt4o,Debater 2,use_of_examples,1.0
4,2,gpt4o,Debater 3,adaptability_and_responsiveness,0.0
4,2,gpt4o,Debater 3,argumentation_quality,1.0
4,2,gpt4o,Debater 3,coherence_quality,1.0
4,2,gpt4o,Debater 3,engagement_level,1.0
4,2,gpt4o,Debater 3,mastery_of_the_topic,0.6666666666666666
4,2,gpt4o,Debater 3,organization_and_clarity,1.0
4,2,gpt4o,Debater 3,persuasion_quality,0.0
4,2,gpt4o,Debater 3,preparation_level,0.6666666666666666
4,2,gpt4o,Debater 3,use_of_examples,0.3333333333333333
4,2,gpt4o,Debater 4,adaptability_and_responsiveness,1.0
4,2,gpt4o,Debater 4,argumentation_quality,2.0
4,2,gpt4o,Debater 4,coherence_quality,2.0
4,2,gpt4o,Debater 4,engagement_level,1.6666666666666667
4,2,gpt4o,Debater 4,mastery_of_the_topic,1.6666666666666667
4,2,gpt4o,Debater 4,organization_and_clarity,2.0
4,2,gpt4o,Debater 4,persuasion_quality,1.0
4,2,gpt4o,Debater 4,preparation_level,1.3333333333333333
4,2,gpt4o,Debater 4,use_of_examples,1.0
4,2,gpt4o,Debater 5,adaptability_and_responsiveness,1.0
4,2,gpt4o,Debater 5,argumentation_quality,2.0
4,2,gpt4o,Debater 5,coherence_quality,2.0
4,2,gpt4o,Debater 5,engagement_level,1.3333333333333333
4,2,gpt4o,Debater 5,mastery_of_the_topic,1.6666666666666667
4,2,gpt4o,Debater 5,organization_and_clarity,2.0
4,2,gpt4o,Debater 5,persuasion_quality,1.0
4,2,gpt4o,Debater 5,preparation_level,1.3333333333333333
4,2,gpt4o,Debater 5,use_of_examples,1.3333333333333333
4,3,claude,Debater 1,adaptability_and_responsiveness,7.0
4,3,claude,Debater 1,argumentation_quality,6.0
4,3,claude,Debater 1,coherence_quality,4.0
4,3,claude,Debater 1,engagement_level,4.0
4,3,claude,Debater 1,mastery_of_the_topic,4.0
4,3,claude,Debater 1,organization_and_clarity,6.0
4,3,claude,Debater 1,persuasion_quality,4.0
4,3,claude,Debater 1,preparation_level,4.0
4,3,claude,Debater 1,use_of_examples,2.0
4,3,claude,Debater 2,adaptability_and_responsiveness,4.0
4,3,claude,Debater 2,argumentation_quality,6.0
4,3,claude,Debater 2,coherence_quality,4.0
4,3,claude,Debater 2,engagement_level,3.0
4,3,claude,Debater 2,mastery_of_the_topic,4.0
4,3,claude,Debater 2,organization_and_clarity,4.0
4,3,claude,Debater 2,persuasion_quality,4.0
4,3,claude,Debater 2,preparation_level,4.0
4,3,claude,Debater 2,use_of_examples,8.0
4,3,claude,Debater 3,adaptability_and_responsiveness,9.0
4,3,claude,Debater 3,argumentation_quality,8.0
4,3,claude,Debater 3,coherence_quality,4.0
4,3,claude,Debater 3,engagement_level,2.0
4,3,claude,Debater 3,mastery_of_the_topic,5.0
4,3,claude,Debater 3,organization_and_clarity,6.0
4,3,claude,Debater 3,persuasion_quality,4.0
4,3,claude,Debater 3,preparation_level,4.0
4,3,claude,Debater 3,use_of_examples,3.0
4,3,claude,Debater 4,adaptability_and_responsiveness,7.0
4,3,claude,Debater 4,argumentation_quality,10.0
4,3,claude,Debater 4,coherence_quality,6.0
4,3,claude,Debater 4,engagement_level,3.0
4,3,claude,Debater 4,mastery_of_the_topic,6.0
4,3,claude,Debater 4,organization_and_clarity,6.0
4,3,claude,Debater 4,persuasion_quality,7.0
4,3,claude,Debater 4,preparation_level,6.0
4,3,claude,Debater 4,use_of_examples,10.0
4,3,claude,Debater 5,adaptability_and_responsiveness,9.0
4,3,claude,Debater 5,argumentation_quality,6.0
4,3,claude,Debater 5,coherence_quality,4.0
4,3,claude,Debater 5,engagement_level,2.0
4,3,claude,Debater 5,mastery_of_the_topic,4.0
4,3,claude,Debater 5,organization_and_clarity,4.0
4,3,claude,Debater 5,persuasion_quality,4.0
4,3,claude,Debater 5,preparation_level,4.0
4,3,claude,Debater 5,use_of_examples,7.0
4,3,gemini,Debater 1,adaptability_and_responsiveness,6.333333333333333
4,3,gemini,Debater 1,argumentation_quality,6.333333333333333
4,3,gemini,Debater 1,coherence_quality,4.0
4,3,gemini,Debater 1,engagement_level,3.3333333333333335
4,3,gemini,Debater 1,mastery_of_the_topic,4.666666666666667
4,3,gemini,Debater 1,organization_and_clarity,6.0
4,3,gemini,Debater 1,persuasion_quality,4.333333333333333
4,3,gemini,Debater 1,preparation_level,3.0
4,3,gemini,Debater 1,use_of_examples,2.3333333333333335
4,3,gemini,Debater 2,adaptability_and_responsiveness,4.333333333333333
4,3,gemini,Debater 2,argumentation_quality,8.333333333333334
4,3,gemini,Debater 2,coherence_quality,4.0
4,3,gemini,Debater 2,engagement_level,3.3333333333333335
4,3,gemini,Debater 2,mastery_of_the_topic,4.666666666666667
4,3,gemini,Debater 2,organization_and_clarity,4.666666666666667
4,3,gemini,Debater 2,persuasion_quality,4.666666666666667
4,3,gemini,Debater 2,preparation_level,3.3333333333333335
4,3,gemini,Debater 2,use_of_examples,8.333333333333334
4,3,gemini,Debater 3,adaptability_and_responsiveness,8.0
4,3,gemini,Debater 3,argumentation_quality,10.0
4,3,gemini,Debater 3,coherence_quality,4.666666666666667
4,3,gemini,Debater 3,engagement_level,2.6666666666666665
4,3,gemini,Debater 3,mastery_of_the_topic,6.666666666666667
4,3,gemini,Debater 3,organization_and_clarity,6.666666666666667
4,3,gemini,Debater 3,persuasion_quality,4.666666666666667
4,3,gemini,Debater 3,preparation_level,3.3333333333333335
4,3,gemini,Debater 3,use_of_examples,3.6666666666666665
4,3,gemini,Debater 4,adaptability_and_responsiveness,7.333333333333333
4,3,gemini,Debater 4,argumentation_quality,12.333333333333334
4,3,gemini,Debater 4,coherence_quality,6.666666666666667
4,3,gemini,Debater 4,engagement_level,3.6666666666666665
4,3,gemini,Debater 4,mastery_of_the_topic,8.0
4,3,gemini,Debater 4,organization_and_clarity,6.666666666666667
4,3,gemini,Debater 4,persuasion_quality,8.0
4,3,gemini,Debater 4,preparation_level,5.0
4,3,gemini,Debater 4,use_of_examples,11.666666666666666
4,3,gemini,Debater 5,adaptability_and_responsiveness,8.333333333333334
4,3,gemini,Debater 5,argumentation_quality,7.0
4,3,gemini,Debater 5,coherence_quality,4.666666666666667
4,3,gemini,Debater 5,engagement_level,2.3333333333333335
4,3,gemini,Debater 5,mastery_of_the_topic,5.666666666666667
4,3,gemini,Debater 5,organization_and_clarity,4.666666666666667
4,3,gemini,Debater 5,persuasion_quality,5.0
4,3,gemini,Debater 5,preparation_level,3.3333333333333335
4,3,gemini,Debater 5,use_of_examples,7.0
4,3,gpt4o,Debater 1,adaptability_and_responsiveness,1.0
4,3,gpt4o,Debater 1,argumentation_quality,2.0
4,3,gpt4o,Debater 1,coherence_quality,2.0
4,3,gpt4o,Debater 1,engagement_level,2.0
4,3,gpt4o,Debater 1,mastery_of_the_topic,1.0
4,3,gpt4o,Debater 1,organization_and_clarity,3.0
4,3,gpt4o,Debater 1,persuasion_quality,1.0
4,3,gpt4o,Debater 1,preparation_level,0.6666666666666666
4,3,gpt4o,Debater 1,use_of_examples,0.6666666666666666
4,3,gpt4o,Debater 2,adaptability_and_responsiveness,2.0
4,3,gpt4o,Debater 2,argumentation_quality,3.0
4,3,gpt4o,Debater 2,coherence_quality,2.3333333333333335
4,3,gpt4o,Debater 2,engagement_level,3.0
4,3,gpt4o,Debater 2,mastery_of_the_topic,2.0
4,3,gpt4o,Debater 2,organization_and_clarity,2.0
4,3,gpt4o,Debater 2,persuasion_quality,2.0
4,3,gpt4o,Debater 2,preparation_level,1.6666666666666667
4,3,gpt4o,Debater 2,use_of_examples,1.6666666666666667
4,3,gpt4o,Debater 3,adaptability_and_responsiveness,1.0
4,3,gpt4o,Debater 3,argumentation_quality,2.0
4,3,gpt4o,Debater 3,coherence_quality,1.3333333333333333
4,3,gpt4o,Debater 3,engagement_level,2.0
4,3,gpt4o,Debater 3,mastery_of_the_topic,1.3333333333333333
4,3,gpt4o,Debater 3,organization_and_clarity,1.3333333333333333
4,3,gpt4o,Debater 3,persuasion_quality,1.0
4,3,gpt4o,Debater 3,preparation_level,1.0
4,3,gpt4o,Debater 3,use_of_examples,1.3333333333333333
4,3,gpt4o,Debater 4,adaptability_and_responsiveness,1.6666666666666667
4,3,gpt4o,Debater 4,argumentation_quality,3.0
4,3,gpt4o,Debater 4,coherence_quality,2.3333333333333335
4,3,gpt4o,Debater 4,engagement_level,2.3333333333333335
4,3,gpt4o,Debater 4,mastery_of_the_topic,2.0
4,3,gpt4o,Debater 4,organization_and_clarity,2.0
4,3,gpt4o,Debater 4,persuasion_quality,2.0
4,3,gpt4o,Debater 4,preparation_level,1.6666666666666667
4,3,gpt4o,Debater 4,use_of_examples,1.3333333333333333
4,3,gpt4o,Debater 5,adaptability_and_responsiveness,1.0
4,3,gpt4o,Debater 5,argumentation_quality,2.0
4,3,gpt4o,Debater 5,coherence_quality,1.6666666666666667
4,3,gpt4o,Debater 5,engagement_level,2.0
4,3,gpt4o,Debater 5,mastery_of_the_topic,1.3333333333333333
4,3,gpt4o,Debater 5,organization_and_clarity,1.6666666666666667
4,3,gpt4o,Debater 5,persuasion_quality,1.0
4,3,gpt4o,Debater 5,preparation_level,1.0
4,3,gpt4o,Debater 5,use_of_examples,1.6666666666666667
4,5,claude,Debater 1,adaptability_and_responsiveness,-0.3333333333333333
4,5,claude,Debater 1,argumentation_quality,-2.0
4,5,claude,Debater 1,coherence_quality,-1.0
4,5,claude,Debater 1,engagement_level,1.0
4,5,claude,Debater 1,mastery_of_the_topic,-3.0
4,5,claude,Debater 1,organization_and_clarity,-2.0
4,5,claude,Debater 1,persuasion_quality,-3.0
4,5,claude,Debater 1,preparation_level,-2.6666666666666665
4,5,claude,Debater 1,use_of_examples,-1.0
4,5,claude,Debater 2,adaptability_and_responsiveness,0.6666666666666666
4,5,claude,Debater 2,argumentation_quality,0.6666666666666666
4,5,claude,Debater 2,coherence_quality,1.0
4,5,claude,Debater 2,engagement_level,1.6666666666666667
4,5,claude,Debater 2,mastery_of_the_topic,-1.3333333333333333
4,5,claude,Debater 2,organization_and_clarity,0.0
4,5,claude,Debater 2,persuasion_quality,-1.3333333333333333
4,5,claude,Debater 2,preparation_level,-2.3333333333333335
4,5,claude,Debater 2,use_of_examples,-3.0
4,5,claude,Debater 3,adaptability_and_responsiveness,3.0
4,5,claude,Debater 3,argumentation_quality,4.0
4,5,claude,Debater 3,coherence_quality,3.6666666666666665
4,5,claude,Debater 3,engagement_level,5.0
4,5,claude,Debater 3,mastery_of_the_topic,2.6666666666666665
4,5,claude,Debater 3,organization_and_clarity,2.0
4,5,claude,Debater 3,persuasion_quality,1.6666666666666667
4,5,claude,Debater 3,preparation_level,1.3333333333333333
4,5,claude,Debater 3,use_of_examples,3.0
4,5,claude,Debater 4,adaptability_and_responsiveness,-0.6666666666666666
4,5,claude,Debater 4,argumentation_quality,0.0
4,5,claude,Debater 4,coherence_quality,1.0
4,5,claude,Debater 4,engagement_level,-1.0
4,5,claude,Debater 4,mastery_of_the_topic,-2.0
4,5,claude,Debater 4,organization_and_clarity,1.0
4,5,claude,Debater 4,persuasion_quality,-1.0
4,5,claude,Debater 4,preparation_level,-2.3333333333333335
4,5,claude,Debater 4,use_of_examples,-2.0
4,5,claude,Debater 5,adaptability_and_responsiveness,0.3333333333333333
4,5,claude,Debater 5,argumentation_quality,3.0
4,5,claude,Debater 5,coherence_quality,2.3333333333333335
4,5,claude,Debater 5,engagement_level,0.6666666666666666
4,5,claude,Debater 5,mastery_of_the_topic,1.0
4,5,claude,Debater 5,organization_and_clarity,0.3333333333333333
4,5,claude,Debater 5,persuasion_quality,0.0
4,5,claude,Debater 5,preparation_level,-0.3333333333333333
4,5,claude,Debater 5,use_of_examples,0.6666666666666666
4,5,gemini,Debater 1,adaptability_and_responsiveness,2.0
4,5,gemini,Debater 1,argumentation_quality,3.0
4,5,gemini,Debater 1,coherence_quality,5.0
4,5,gemini,Debater 1,engagement_level,4.0
4,5,gemini,Debater 1,mastery_of_the_topic,3.0
4,5,gemini,Debater 1,organization_and_clarity,4.0
4,5,gemini,Debater 1,persuasion_quality,2.0
4,5,gemini,Debater 1,preparation_level,0.0
4,5,gemini,Debater 1,use_of_examples,5.0
4,5,gemini,Debater 2,adaptability_and_responsiveness,4.0
4,5,gemini,Debater 2,argumentation_quality,8.0
4,5,gemini,Debater 2,coherence_quality,4.0
4,5,gemini,Debater 2,engagement_level,4.0
4,5,gemini,Debater 2,mastery_of_the_topic,8.0
4,5,gemini,Debater 2,organization_and_clarity,2.0
4,5,gemini,Debater 2,persuasion_quality,0.0
4,5,gemini,Debater 2,preparation_level,0.0
4,5,gemini,Debater 2,use_of_examples,2.0
4,5,gemini,Debater 3,adaptability_and_responsiveness,12.0
4,5,gemini,Debater 3,argumentation_quality,13.0
4,5,gemini,Debater 3,coherence_quality,8.0
4,5,gemini,Debater 3,engagement_level,8.0
4,5,gemini,Debater 3,mastery_of_the_topic,16.0
4,5,gemini,Debater 3,organization_and_clarity,6.0
4,5,gemini,Debater 3,persuasion_quality,2.0
4,5,gemini,Debater 3,preparation_level,4.0
4,5,gemini,Debater 3,use_of_examples,4.0
4,5,gemini,Debater 4,adaptability_and_responsiveness,2.0
4,5,gemini,Debater 4,argumentation_quality,5.0
4,5,gemini,Debater 4,coherence_quality,3.0
4,5,gemini,Debater 4,engagement_level,2.0
4,5,gemini,Debater 4,mastery_of_the_topic,5.0
4,5,gemini,Debater 4,organization_and_clarity,4.0
4,5,gemini,Debater 4,persuasion_quality,0.0
4,5,gemini,Debater 4,preparation_level,0.0
4,5,gemini,Debater 4,use_of_examples,0.0
4,5,gemini,Debater 5,adaptability_and_responsiveness,2.0
4,5,gemini,Debater 5,argumentation_quality,7.0
4,5,gemini,Debater 5,coherence_quality,6.0
4,5,gemini,Debater 5,engagement_level,2.0
4,5,gemini,Debater 5,mastery_of_the_topic,7.0
4,5,gemini,Debater 5,organization_and_clarity,6.0
4,5,gemini,Debater 5,persuasion_quality,1.0
4,5,gemini,Debater 5,preparation_level,2.0
4,5,gemini,Debater 5,use_of_examples,4.0
4,5,gpt4o,Debater 1,adaptability_and_responsiveness,1.0
4,5,gpt4o,Debater 1,argumentation_quality,1.3333333333333333
4,5,gpt4o,Debater 1,coherence_quality,1.3333333333333333
4,5,gpt4o,Debater 1,engagement_level,1.3333333333333333
4,5,gpt4o,Debater 1,mastery_of_the_topic,0.3333333333333333
4,5,gpt4o,Debater 1,organization_and_clarity,1.6666666666666667
4,5,gpt4o,Debater 1,persuasion_quality,0.3333333333333333
4,5,gpt4o,Debater 1,preparation_level,0.3333333333333333
4,5,gpt4o,Debater 1,use_of_examples,1.3333333333333333
4,5,gpt4o,Debater 2,adaptability_and_responsiveness,1.0
4,5,gpt4o,Debater 2,argumentation_quality,1.0
4,5,gpt4o,Debater 2,coherence_quality,1.0
4,5,gpt4o,Debater 2,engagement_level,1.0
4,5,gpt4o,Debater 2,mastery_of_the_topic,0.3333333333333333
4,5,gpt4o,Debater 2,organization_and_clarity,1.0
4,5,gpt4o,Debater 2,persuasion_quality,0.3333333333333333
4,5,gpt4o,Debater 2,preparation_level,0.3333333333333333
4,5,gpt4o,Debater 2,use_of_examples,0.3333333333333333
4,5,gpt4o,Debater 3,adaptability_and_responsiveness,1.6666666666666667
4,5,gpt4o,Debater 3,argumentation_quality,2.0
4,5,gpt4o,Debater 3,coherence_quality,1.6666666666666667
4,5,gpt4o,Debater 3,engagement_level,2.0
4,5,gpt4o,Debater 3,mastery_of_the_topic,1.3333333333333333
4,5,gpt4o,Debater 3,organization_and_clarity,1.6666666666666667
4,5,gpt4o,Debater 3,persuasion_quality,1.0
4,5,gpt4o,Debater 3,preparation_level,1.0
4,5,gpt4o,Debater 3,use_of_examples,1.3333333333333333
4,5,gpt4o,Debater 4,adaptability_and_responsiveness,1.0
4,5,gpt4o,Debater 4,argumentation_quality,1.0
4,5,gpt4o,Debater 4,coherence_quality,1.0
4,5,gpt4o,Debater 4,engagement_level,1.0
4,5,gpt4o,Debater 4,mastery_of_the_topic,0.3333333333333333
4,5,gpt4o,Debater 4,organization_and_clarity,1.0
4,5,gpt4o,Debater 4,persuasion_quality,0.3333333333333333
4,5,gpt4o,Debater 4,preparation_level,0.3333333333333333
4,5,gpt4o,Debater 4,use_of_examples,0.3333333333333333
4,5,gpt4o,Debater 5,adaptability_and_responsiveness,1.0
4,5,gpt4o,Debater 5,argumentation_quality,1.0
4,5,gpt4o,Debater 5,coherence_quality,1.0
4,5,gpt4o,Debater 5,engagement_level,1.0
4,5,gpt4o,Debater 5,mastery_of_the_topic,0.3333333333333333
4,5,gpt4o,Debater 5,organization_and_clarity,1.0
4,5,gpt4o,Debater 5,persuasion_quality,0.3333333333333333
4,5,gpt4o,Debater 5,preparation_level,0.3333333333333333
4,5,gpt4o,Debater 5,use_of_examples,0.3333333333333333
4,6,claude,Debater 1,adaptability_and_responsiveness,4.333333333333333
4,6,claude,Debater 1,argumentation_quality,4.0
4,6,claude,Debater 1,coherence_quality,2.0
4,6,claude,Debater 1,engagement_level,5.333333333333333
4,6,claude,Debater 1,mastery_of_the_topic,3.0
4,6,claude,Debater 1,organization_and_clarity,3.0
